frei 	 adjective 	 unimprisoned 	 free; unenslaved; unimprisoned
sack 	 noun 	 sod 	 prick; sod
sack 	 noun 	 prick 	 prick; sod
sack 	 noun 	 pocket 	 pocket
sadist 	 noun 	 sadist 	 sadist
safari 	 noun 	 safari 	 a safari
safe 	 noun 	 safe 	 safe
sage 	 noun 	 story 	 saga, legend, myth, story, tale
sage 	 noun 	 legend 	 saga, legend, myth, story, tale
sage 	 noun 	 saga 	 saga, legend, myth, story, tale
sage 	 noun 	 tale 	 saga, legend, myth, story, tale
sage 	 noun 	 myth 	 saga, legend, myth, story, tale
saison 	 noun 	 season 	 season a part of a year when something particular happens
sake 	 noun 	 sake 	 sake, saké Japanese rice wine
sake 	 noun 	 saké 	 sake, saké Japanese rice wine
salamander 	 noun 	 salamander 	 salamander
salami 	 noun 	 salami 	 salami
salve 	 noun 	 salvo 	 salvo
samarium 	 noun 	 samarium 	 samarium
samba 	 noun 	 samba 	 samba  dance)
same 	 noun 	 Sami 	 Sami man
samen 	 noun 	 grain 	 seed, grain
samen 	 noun 	 seed 	 seed, grain
samen 	 noun 	 sperm 	 semen, sperm
samen 	 noun 	 semen 	 semen, sperm
samen 	 noun 	 offspring 	 offspring
samurai 	 noun 	 samurai 	 samurai
sand 	 noun 	 sand 	 sand
sandbox 	 noun 	 sandbox 	 sandbox
sandwich 	 noun 	 sandwich 	 sandwich
sashimi 	 noun 	 sashimi 	 sashimi
satire 	 noun 	 satire 	 satire
satrap 	 noun 	 satrap 	 satrap
satyr 	 noun 	 satyr 	 a satyr
satyr 	 noun 	 lecherous 	 a very lecherous man
satyr 	 noun 	 man 	 a very lecherous man
sauerkraut 	 noun 	 sauerkraut 	 sauerkraut
sauna 	 noun 	 sauna 	 sauna
saxofon 	 noun 	 saxophone 	 saxophone
saxophonist 	 noun 	 saxophonist 	 saxophonist
scandium 	 noun 	 scandium 	 scandium
scanner 	 noun 	 scanner 	 scanner
scanner 	 noun 	 scan 	 one who scans
schatten 	 noun 	 shade 	 shade, shadow
schatten 	 noun 	 shadow 	 shade, shadow
schema 	 noun 	 schema 	 schema
schlepper 	 noun 	 criminal 	 criminal individual who organises human trafficking or people smuggling
schlepper 	 noun 	 people smuggling 	 criminal individual who organises human trafficking or people smuggling
schlepper 	 noun 	 human trafficking 	 criminal individual who organises human trafficking or people smuggling
schlepper 	 noun 	 tugboat 	 tugboat
schlepper 	 noun 	 platter lift 	 platter lift
schmuck 	 noun 	 jewelry 	 jewelry
schmuck 	 noun 	 ornament 	 ornament, decoration
schmuck 	 noun 	 decoration 	 ornament, decoration
schmutz 	 noun 	 dirt 	 dirt
schmutz 	 noun 	 s:de:Das Lächeln der Mona Lisa  	 * 1929, Kurt Tucholsky, Das Lächeln der Mona Lisa , Ernst Rowohlt Verlag, page 104
schmutz 	 noun 	 w:Kurt Tucholsky 	 * 1929, Kurt Tucholsky, Das Lächeln der Mona Lisa , Ernst Rowohlt Verlag, page 104
schmutz 	 noun 	 w:Rowohlt 	 * 1929, Kurt Tucholsky, Das Lächeln der Mona Lisa , Ernst Rowohlt Verlag, page 104
schwa 	 noun 	 schwa 	 schwa
schwa 	 noun 	 shva 	 shva
schwarz 	 noun 	 black 	 black
schwarz 	 noun 	 sable 	 sable; black in heraldry
seaborgium 	 noun 	 seaborgium 	 seaborgium
see 	 noun 	 lake 	 lake
see 	 noun 	 ocean 	 sea, ocean
see 	 noun 	 sea 	 sea, ocean
see 	 noun 	 condition 	 sea, sea condition, swell
see 	 noun 	 swell 	 sea, sea condition, swell
see 	 noun 	 sea 	 sea, sea condition, swell
segment 	 noun 	 segment 	 segment
seiche 	 noun 	 piss 	 urine, piss
seiche 	 noun 	 urine 	 urine, piss
seiche 	 noun 	 nonsense 	 bullshit, nonsense, twaddle
seiche 	 noun 	 bullshit 	 bullshit, nonsense, twaddle
seiche 	 noun 	 twaddle 	 bullshit, nonsense, twaddle
sein 	 noun 	 existence 	 existence, being, essence
sein 	 noun 	 being 	 existence, being, essence
sein 	 noun 	 essence 	 existence, being, essence
semester 	 noun 	 semester 	 semester
senator 	 noun 	 senator 	 senator
senior 	 noun 	 father 	 father, senior, the elder
senior 	 noun 	 senior 	 father, senior, the elder
senior 	 noun 	 elder 	 father, senior, the elder
senior 	 noun 	 elderly 	 senior citizen, elderly person, older adult
senior 	 noun 	 older adult 	 senior citizen, elderly person, older adult
senior 	 noun 	 person 	 senior citizen, elderly person, older adult
senior 	 noun 	 senior citizen 	 senior citizen, elderly person, older adult
senior 	 noun 	 adult 	 adult
sensation 	 noun 	 sensation 	 sensation widespread reaction of interest or excitement
sense 	 noun 	 scythe 	 scythe
septillion 	 numeral 	 septillion 	 A long scale septillion, 10
septillion 	 numeral 	 w:Long and short scales 	 A long scale septillion, 10
seraph 	 noun 	 seraph 	 seraph
serpentine 	 noun 	 mountain 	 serpentine mountain road
serpentine 	 noun 	 serpentine 	 serpentine mountain road
serpentine 	 noun 	 road 	 serpentine mountain road
service 	 noun 	 service 	 service
service 	 noun 	 service 	 service, set
service 	 noun 	 set 	 service, set
serviette 	 noun 	 napkin 	 napkin
set 	 noun 	 place mat 	 place mat
sextant 	 noun 	 sextant 	 sextant
sextillion 	 numeral 	 sextillion 	 A long scale sextillion, 10
sextillion 	 numeral 	 w:Long and short scales 	 A long scale sextillion, 10
sie 	 pronoun 	 you 	 you
signal 	 noun 	 signal 	 signal
silage 	 noun 	 silage 	 silage
silhouette 	 noun 	 silhouette 	 silhouette
simulation 	 noun 	 simulation 	 simulation
singer 	 noun 	 singer 	 singer
single 	 noun 	 single 	 single
single 	 noun 	 single 	 single
single 	 noun 	 singleton 	 single; singleton
single 	 noun 	 single 	 single; singleton
singular 	 noun 	 singular 	 singular
sinn 	 noun 	 sense 	 sense
sinn 	 noun 	 sense 	 meaning, sense
sinn 	 noun 	 meaning 	 meaning, sense
sinn 	 noun 	 s:de:Der Humanismus und die Entwicklung des deutschen Geistes 	 * 1930, Paul Joachimsen, Der Humanismus und die Entwicklung des deutschen Geistes, in: Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte, 8, page 421
sinn 	 noun 	 w:de:Paul Joachimsohn 	 * 1930, Paul Joachimsen, Der Humanismus und die Entwicklung des deutschen Geistes, in: Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte, 8, page 421
sinn 	 noun 	 tenor 	 point, idea, tenor
sinn 	 noun 	 idea 	 point, idea, tenor
sinn 	 noun 	 point 	 point, idea, tenor
sinn 	 noun 	 consciousness 	 mind, consciousness
sinn 	 noun 	 mind 	 mind, consciousness
sinn 	 noun 	 feeling 	 feeling
sinn 	 noun 	 sense 	 sense, sensus, aesthesia
sinn 	 noun 	 aesthesia 	 sense, sensus, aesthesia
sinn 	 noun 	 sensus 	 sense, sensus, aesthesia
sirup 	 noun 	 viscous 	 syrup; viscous, sweet  liquid or semiliquid
sirup 	 noun 	 semiliquid 	 syrup; viscous, sweet  liquid or semiliquid
sirup 	 noun 	 liquid 	 syrup; viscous, sweet  liquid or semiliquid
sirup 	 noun 	 syrup 	 syrup; viscous, sweet  liquid or semiliquid
sirup 	 noun 	 sweet 	 syrup; viscous, sweet  liquid or semiliquid
sirup 	 noun 	 viscous 	 viscous, sweet medicine fell out of use before 1600
sirup 	 noun 	 sweet 	 viscous, sweet medicine fell out of use before 1600
sirup 	 noun 	 medicine 	 viscous, sweet medicine fell out of use before 1600
sitar 	 noun 	 sitar 	 sitar
situation 	 noun 	 situation 	 situation, circumstances
situation 	 noun 	 circumstances 	 situation, circumstances
situation 	 noun 	 setting 	 setting
sitzkrieg 	 noun 	 sitzkrieg 	 sitzkrieg
skala 	 noun 	 gamut 	 scale, gamut
skala 	 noun 	 scale 	 scale, gamut
skala 	 noun 	 gamut 	 gamut
ski 	 noun 	 ski 	 ski
skunk 	 noun 	 skunk 	 skunk
slalom 	 noun 	 slalom 	 slalom
slang 	 noun 	 slang 	 slang
slip 	 noun 	 briefs 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slip 	 noun 	 underwear 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slip 	 noun 	 genitalia 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slip 	 noun 	 knickers 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slip 	 noun 	 buttocks 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slip 	 noun 	 panties 	 a piece of underwear covering just the genitalia and buttocks: panties, knickers for women; briefs for men
slowene 	 noun 	 Slovene 	 Slovene
smaragd 	 noun 	 emerald 	 Emerald
smegma 	 noun 	 smegma 	 smegma
smog 	 noun 	 smog 	 smog
snob 	 noun 	 snob 	 snob
soap 	 noun 	 soap opera 	 soap opera, soap
sofa 	 noun 	 sofa 	 sofa, couch
sofa 	 noun 	 couch 	 sofa, couch
software 	 noun 	 software 	 ' software
software 	 noun 	 programme 	 "a software" , a programme/program
software 	 noun 	 program 	 "a software" , a programme/program
software 	 noun 	 software 	 "a software" , a programme/program
sog 	 noun 	 suction 	 suction
sog 	 noun 	 wake 	 wake
soiree 	 noun 	 soiree 	 soirée, soiree
soiree 	 noun 	 soirée 	 soirée, soiree
sol 	 noun 	 fa 	 sol, the fifth step in the solfège scale of C, preceded by fa and followed by la
sol 	 noun 	 solfège 	 sol, the fifth step in the solfège scale of C, preceded by fa and followed by la
sol 	 noun 	 la 	 sol, the fifth step in the solfège scale of C, preceded by fa and followed by la
sol 	 noun 	 sol 	 sol, the fifth step in the solfège scale of C, preceded by fa and followed by la
sol 	 noun 	 solid 	 sol, a type of colloid in which a solid is dispersed in a liquid
sol 	 noun 	 sol 	 sol, a type of colloid in which a solid is dispersed in a liquid
sol 	 noun 	 liquid 	 sol, a type of colloid in which a solid is dispersed in a liquid
sol 	 noun 	 colloid 	 sol, a type of colloid in which a solid is dispersed in a liquid
sol 	 noun 	 dispersed 	 sol, a type of colloid in which a solid is dispersed in a liquid
sold 	 noun 	 conscript 	 income of a soldier, conscripts in military or other national service, and certain other professions
sold 	 noun 	 income 	 income of a soldier, conscripts in military or other national service, and certain other professions
sold 	 noun 	 soldier 	 income of a soldier, conscripts in military or other national service, and certain other professions
sole 	 noun 	 brine 	 brine
sonar 	 noun 	 sonar 	 sonar
sonde 	 noun 	 probe 	 probe
sonde 	 noun 	 sonde 	 sonde
sonne 	 noun 	 sun 	 a sun
sonne 	 noun 	 sunshine 	 sunshine, sunlight
sonne 	 noun 	 sunlight 	 sunshine, sunlight
sorbet 	 noun 	 sorbet 	 sorbet
sorge 	 noun 	 anxiety 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 apprehension 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 trouble 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 uneasiness 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 concern 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 worry 	 concern, worry, apprehension, trouble, uneasiness, anxiety
sorge 	 noun 	 care 	 care, aid
sorge 	 noun 	 aid 	 care, aid
sorghum 	 noun 	 sorghum 	 sorghum
soul 	 noun 	 soul 	 soul music, soul
soul 	 noun 	 soul music 	 soul music, soul
souvenir 	 noun 	 souvenir 	 souvenir
spaghetti 	 noun 	 spaghetti 	 spaghetti
spaghetti 	 noun 	 Italian 	 an Italian
spalte 	 noun 	 crevice 	 fissure, cleft, crevice, crack, crevasse
spalte 	 noun 	 cleft 	 fissure, cleft, crevice, crack, crevasse
spalte 	 noun 	 crack 	 fissure, cleft, crevice, crack, crevasse
spalte 	 noun 	 fissure 	 fissure, cleft, crevice, crack, crevasse
spalte 	 noun 	 crevasse 	 fissure, cleft, crevice, crack, crevasse
spalte 	 noun 	 column 	 column
spalte 	 noun 	 slice 	 slice
spalte 	 noun 	 vagina 	 vagina; hole, slit
spalte 	 noun 	 slit 	 vagina; hole, slit
spalte 	 noun 	 hole 	 vagina; hole, slit
span 	 noun 	 clipping 	 chip; shaving; clipping
span 	 noun 	 shaving 	 chip; shaving; clipping
span 	 noun 	 chip 	 chip; shaving; clipping
spanner 	 noun 	 shoe tree 	 shoe tree
spanner 	 noun 	 clamp 	 clamp
spanner 	 noun 	 geometrid 	 geometrid
spanner 	 noun 	 voyeur 	 voyeur
speck 	 noun 	 bacon 	 bacon
speck 	 noun 	 fat 	 adipose tissue, fat
speck 	 noun 	 tissue 	 adipose tissue, fat
speck 	 noun 	 adipose 	 adipose tissue, fat
speed 	 noun 	 speed 	 speed
sphinx 	 noun 	 sphinx 	 sphinx
spiel 	 noun 	 game 	 a game
spiel 	 noun 	 gameplay 	 gameplay, the experience or act of playing
spiel 	 noun 	 playing 	 gameplay, the experience or act of playing
spiel 	 noun 	 wiggle room 	 leeway; wiggle room
spiel 	 noun 	 leeway 	 leeway; wiggle room
spiel 	 noun 	 military 	 military band, marching band
spiel 	 noun 	 band 	 military band, marching band
spiel 	 noun 	 marching band 	 military band, marching band
spike 	 noun 	 spike 	 spike
spindel 	 noun 	 spindle 	 spindle
spindel 	 noun 	 fusil 	 fusil
spinner 	 noun 	 yarn 	 A spinner who makes yarn
spinner 	 noun 	 spinner 	 A spinner who makes yarn
spinner 	 noun 	 oddball 	 idiot, freak, oddball, nut
spinner 	 noun 	 idiot 	 idiot, freak, oddball, nut
spinner 	 noun 	 nut 	 idiot, freak, oddball, nut
spinner 	 noun 	 freak 	 idiot, freak, oddball, nut
spitz 	 noun 	 spitz 	 spitz
spleen 	 noun 	 idée fixe 	 obsession, idée fixe
spleen 	 noun 	 obsession 	 obsession, idée fixe
splitter 	 noun 	 splinter 	 splinter
sport 	 noun 	 sport 	 sport
sport 	 noun 	 exercise 	 athletics, sports, loosely exercise
sport 	 noun 	 athletics 	 athletics, sports, loosely exercise
sport 	 noun 	 sports 	 athletics, sports, loosely exercise
sport 	 noun 	 physical education 	 physical education, phys ed
sport 	 noun 	 phys ed 	 physical education, phys ed
sport 	 noun 	 hobby 	 hobby
spot 	 noun 	 spot 	 spot
sprung 	 noun 	 leap 	 jump, leap
sprung 	 noun 	 jump 	 jump, leap
sprung 	 noun 	 crack 	 crack
spur 	 noun 	 scent 	 track, trace, trail, sign, scent
spur 	 noun 	 sign 	 track, trace, trail, sign, scent
spur 	 noun 	 trace 	 track, trace, trail, sign, scent
spur 	 noun 	 trail 	 track, trace, trail, sign, scent
spur 	 noun 	 track 	 track, trace, trail, sign, scent
spur 	 noun 	 lead 	 lead, clue
spur 	 noun 	 clue 	 lead, clue
spur 	 noun 	 lane 	 lane
spur 	 noun 	 trace 	 trace, the sum of the diagonal elements of a square matrix
spur 	 noun 	 track 	 track
spurt 	 noun 	 sprint 	 sprint
staat 	 noun 	 country 	 country; state
staat 	 noun 	 state 	 country; state
staat 	 noun 	 state 	 state; authorities
staat 	 noun 	 authorities 	 state; authorities
staat 	 noun 	 s:de:Die Befreiung der Gesellschaft vom Staat 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 253
staat 	 noun 	 w:de:Erich Mühsam 	 * 1932, Erich Mühsam, Die Befreiung der Gesellschaft vom Staat, in: Erich Mühsam: Prosaschriften II, Verlag europäische ideen Berlin , page 253
staat 	 noun 	 state 	 state
staat 	 noun 	 entourage 	 entourage of a sovereign or prince
staat 	 noun 	 sovereign 	 entourage of a sovereign or prince
staat 	 noun 	 prince 	 entourage of a sovereign or prince
staat 	 noun 	 clothing 	 stateliness; that which gives the effect of it; fine appearance in clothing and ménage
staat 	 noun 	 ménage 	 stateliness; that which gives the effect of it; fine appearance in clothing and ménage
staat 	 noun 	 stateliness 	 stateliness; that which gives the effect of it; fine appearance in clothing and ménage
staat 	 noun 	 appearance 	 stateliness; that which gives the effect of it; fine appearance in clothing and ménage
staat 	 noun 	 Sunday best 	 Sunday best
stab 	 noun 	 rod 	 rod, staff
stab 	 noun 	 staff 	 rod, staff
stab 	 noun 	 staff 	 staff
stab 	 noun 	 palet 	 palet
stalking 	 noun 	 stalking 	 stalking
stall 	 noun 	 stall 	 stable; stall; sty; barn
stall 	 noun 	 stable 	 stable; stall; sty; barn
stall 	 noun 	 sty 	 stable; stall; sty; barn
stall 	 noun 	 barn 	 stable; stall; sty; barn
stall 	 noun 	 pen 	 pen
stand 	 noun 	 situation 	 standing, state, status, position, situation
stand 	 noun 	 status 	 standing, state, status, position, situation
stand 	 noun 	 standing 	 standing, state, status, position, situation
stand 	 noun 	 state 	 standing, state, status, position, situation
stand 	 noun 	 position 	 standing, state, status, position, situation
stand 	 noun 	 estate 	 estate
stand 	 noun 	 stand 	 booth, stand
stand 	 noun 	 booth 	 booth, stand
stand 	 noun 	 canton 	 canton
standard 	 noun 	 standard 	 standard
star 	 noun 	 starling 	 starling
star 	 noun 	 cataract 	 cataract
star 	 noun 	 celebrity 	 celebrity
stare 	 noun 	 starling 	 nodot=1: starlings
start 	 noun 	 start 	 start
start 	 noun 	 start 	 start
start 	 noun 	 takeoff 	 takeoff
stasis 	 noun 	 stasis 	 stasis
statue 	 noun 	 statue 	 statue
status 	 noun 	 status 	 status
status 	 noun 	 status 	 status
status 	 noun 	 state 	 state
steak 	 noun 	 steak 	 steak
stein 	 noun 	 rock 	 stone, rock
stein 	 noun 	 stone 	 stone, rock
stein 	 noun 	 pit 	 pit
stein 	 noun 	 beer stein 	 a beer stein
steppe 	 noun 	 steppe 	 steppe
stern 	 noun 	 star 	 a star; a small luminous dot that can be seen on the night sky
stern 	 noun 	 w:de:Friedrich Bernhard Störzner 	 * 1924, Friedrich Bernhard Störzner, Das weiße Männchen auf dem Kirchberge, in: Reinhardtswalder Sagenbüchlein, Buchhandlung Otto Schmidt, page 11
stern 	 noun 	 s:de:Das weiße Männchen auf dem Kirchberge 	 * 1924, Friedrich Bernhard Störzner, Das weiße Männchen auf dem Kirchberge, in: Reinhardtswalder Sagenbüchlein, Buchhandlung Otto Schmidt, page 11
stern 	 noun 	 celestial body 	 a star; the actual celestial body
stern 	 noun 	 star 	 a star; the actual celestial body
stern 	 noun 	 mullet 	 a star, a mullet, or anything that resembles such an object
stern 	 noun 	 star 	 a star, a mullet, or anything that resembles such an object
stern 	 noun 	 movie 	 a star; the symbol used to rate hotels, movies, etc
stern 	 noun 	 hotel 	 a star; the symbol used to rate hotels, movies, etc
stern 	 noun 	 star 	 a star; the symbol used to rate hotels, movies, etc
stern 	 noun 	 asterisk 	 an asterisk
stern 	 noun 	 celebrity 	 a star, starlet, celebrity, something or somebody popular
stern 	 noun 	 popular 	 a star, starlet, celebrity, something or somebody popular
stern 	 noun 	 starlet 	 a star, starlet, celebrity, something or somebody popular
stern 	 noun 	 star 	 a star, starlet, celebrity, something or somebody popular
stern 	 noun 	 schlager 	 a schlager-music starlet
stern 	 noun 	 crystal 	 a stellar crystal, a snow crystal possessing the shape of a star
stern 	 noun 	 stellar 	 a stellar crystal, a snow crystal possessing the shape of a star
stigma 	 noun 	 stigma 	 stigma
stigma 	 noun 	 branding 	 branding
stigma 	 noun 	 stigma 	 stigma
stimulus 	 noun 	 stimulus 	 stimulus
stock 	 noun 	 twig 	 stick, staff, broken-off twig
stock 	 noun 	 stick 	 stick, staff, broken-off twig
stock 	 noun 	 staff 	 stick, staff, broken-off twig
stock 	 noun 	 level 	 floor, storey , story , level
stock 	 noun 	 storey 	 floor, storey , story , level
stock 	 noun 	 story 	 floor, storey , story , level
stock 	 noun 	 floor 	 floor, storey , story , level
stock 	 noun 	 stock 	 stock, supply
stock 	 noun 	 supply 	 stock, supply
stock 	 noun 	 cards 	 pile of undealt cards, deck
stock 	 noun 	 undealt 	 pile of undealt cards, deck
stock 	 noun 	 stock 	 the entirety of roots of a plant; stock
